ORF	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [48 h] | Thorsen M~Tamas MJ, 2009
YGL089C	0.000	0.000	0.000	0.000	0.000	0.000	0.113	0.045	-0.169	0.435	0.315	-0.186
YGL090W	0.000	0.000	0.000	0.000	0.000	0.000	-0.129	0.023	-0.060	0.200	0.087	-0.172
YGL094C	0.000	0.000	0.000	0.000	0.000	0.000	-1.082	0.444	-0.101	-0.050	0.345	-0.028
YGL095C	0.000	0.000	0.000	0.000	0.000	0.000	NaN	NaN	NaN	5.651	3.574	2.222
YGL096W	0.000	0.000	0.000	0.000	0.000	0.000	-1.283	-0.241	-0.684	-0.221	-0.187	-0.197
YGL101W	0.000	0.000	0.000	0.000	0.000	0.000	-0.197	-0.545	-0.397	0.145	-0.247	-0.208
YGL104C	0.000	0.000	0.000	0.000	0.000	0.000	0.158	-0.078	-0.512	0.269	-0.024	-0.001
YGL105W	0.000	0.000	0.000	0.000	0.000	0.000	-0.270	0.576	0.935	0.434	0.716	0.408
YGL107C	0.000	0.000	0.000	0.000	0.000	0.000	-0.030	0.031	0.113	0.241	-0.029	-0.256
YGL108C	0.000	0.000	0.000	0.000	0.000	0.000	0.115	0.139	0.229	0.441	-0.071	0.175
YGL109W	0.000	0.000	0.000	0.000	0.000	0.000	0.098	-0.259	0.067	-0.210	-0.124	0.198
YGL110C	0.000	0.000	0.000	0.000	0.000	0.000	0.034	-0.151	0.179	0.032	0.039	0.286
YGL114W	0.000	0.000	0.000	0.000	0.000	0.000	-0.047	0.074	-0.756	0.336	0.162	0.237
YGL115W	0.000	0.000	0.000	0.000	0.000	0.000	NaN	NaN	NaN	0.851	0.589	1.968
YGL117W	0.000	0.000	0.000	0.000	0.000	0.000	-0.110	-0.700	-0.540	-0.249	-0.414	-0.232
YGL118C	0.000	0.000	0.000	0.000	0.000	0.000	-1.064	-0.570	-0.264	-0.301	-0.280	0.124
YGL121C	0.000	0.000	0.000	0.000	0.000	0.000	-0.232	-0.593	-0.911	0.067	0.102	-0.101
YGL124C	0.000	0.000	0.000	0.000	0.000	0.000	0.116	-0.211	-1.037	-0.225	-0.198	0.043
YGL125W	0.000	0.000	0.000	0.000	0.000	0.000	-0.027	-0.412	-1.471	0.112	-0.009	-0.049
YGL126W	0.000	0.000	0.000	0.000	0.000	0.000	-0.389	0.036	-0.064	-0.155	0.115	0.693
YGL127C	0.000	0.000	0.000	0.000	0.000	0.000	-0.193	0.177	0.237	0.456	0.094	0.694
YGL129C	0.000	0.000	0.000	0.000	0.000	0.000	-0.146	0.420	0.506	0.550	-0.051	-0.097
YGL131C	0.000	0.000	0.000	0.000	0.000	0.000	-0.996	-0.792	0.107	-0.081	-0.035	0.316
YGL132W	0.000	0.000	0.000	0.000	0.000	0.000	-0.072	0.361	-0.340	-0.173	0.002	-0.282
YGL133W	0.485	0.485	0.485	0.485	0.485	0.485	0.276	0.125	0.267	-0.115	-0.012	0.186
YGL135W	0.000	0.000	0.000	0.000	0.000	0.000	-1.618	0.740	-0.541	0.226	-0.163	-0.376
YGL136C	0.000	0.000	0.000	0.000	0.000	0.000	-0.167	-0.345	-0.169	-0.145	-0.159	-0.185
YGL138C	0.000	0.000	0.000	0.000	0.000	0.000	-1.414	-0.868	-0.754	-0.522	-0.596	-0.210
YGL139W	0.000	0.000	0.000	0.000	0.000	0.000	-0.084	0.112	0.392	-0.254	0.066	0.809
YGL140C	0.000	0.000	0.000	0.000	0.000	0.000	0.042	-0.333	-0.756	-0.278	-0.045	-0.420
YGL141W	0.000	0.000	0.000	0.000	0.000	0.000	-0.158	-0.325	0.044	0.060	-0.068	0.186
YGL143C	0.000	0.000	0.000	0.000	0.000	0.000	-0.278	0.214	0.265	-0.223	-0.039	0.237
YGL144C	0.000	0.000	0.000	0.000	0.000	0.000	0.087	-0.403	-0.226	-0.377	-0.169	-0.070
YGL146C	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.009	0.041	0.100	0.099	-0.018
YGL147C	-0.678	-0.678	-0.678	-0.678	-0.678	-0.678	-0.063	0.660	1.011	0.481	-0.207	-0.462
YGL148W	0.678	0.678	0.678	0.678	0.678	0.678	NaN	NaN	NaN	2.681	0.146	0.856
YGL149W	0.000	0.000	0.000	0.000	0.000	0.000	0.236	0.051	-0.397	0.775	0.281	0.122
YGL151W	0.000	0.000	0.000	0.000	0.000	0.000	-0.143	1.712	-0.157	-0.432	0.037	0.171
YGL152C	0.000	0.000	0.000	0.000	0.000	0.000	-1.138	-0.074	0.241	-0.377	0.045	-0.122
YGL153W	0.000	0.000	0.000	0.000	0.000	0.000	-0.984	-0.343	-0.117	0.152	0.146	-0.086
YGL154C	0.000	0.000	0.000	0.000	0.000	0.000	-0.700	-0.101	0.738	-0.250	-0.174	-0.093
YGL156W	0.000	0.000	0.000	0.000	0.000	0.000	0.036	-0.144	0.356	-0.074	-0.125	-0.466
YGL157W	0.000	0.000	0.000	0.000	0.000	0.000	-0.175	-0.398	0.004	-0.469	-0.144	0.219
YGL158W	0.000	0.000	0.000	0.000	0.000	0.000	-0.136	-0.048	-0.260	-0.391	-0.103	0.010
YGL159W	0.000	0.000	0.000	0.000	0.000	0.000	-0.241	0.615	-0.032	-0.259	0.273	0.965
YGL160W	0.000	0.000	0.000	0.000	0.000	0.000	-0.087	0.489	0.946	0.531	0.057	0.302
YGL161C	0.000	0.000	0.000	0.000	0.000	0.000	-0.073	0.184	1.212	0.073	0.160	-0.168
YGL162W	0.000	0.000	0.000	0.000	0.000	0.000	-0.112	0.244	0.188	-0.020	0.150	0.320
YGL163C	0.000	0.000	0.000	0.000	0.000	0.000	-0.811	0.275	0.095	0.580	0.057	-0.098
YGL164C	0.000	0.000	0.000	0.000	0.000	0.000	-0.122	0.074	0.089	1.298	0.240	0.253
YGL165C	0.000	0.000	0.000	0.000	0.000	0.000	-0.592	0.211	-0.116	-0.154	0.117	0.304
YGL166W	0.000	0.000	0.000	0.000	0.000	0.000	-0.189	-0.366	-0.073	0.023	-0.140	-0.045
YGL167C	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.945	0.418	0.647	0.787	2.587
YGL168W	1.433	1.433	1.433	1.433	1.433	1.433	0.196	2.004	1.481	0.894	1.745	0.432
YGL170C	0.000	0.000	0.000	0.000	0.000	0.000	-0.257	-0.154	-0.188	-0.594	-0.275	-0.212
YGL173C	0.000	0.000	0.000	0.000	0.000	0.000	-0.488	1.567	0.932	0.890	2.754	1.903
YGL174W	0.000	0.000	0.000	0.000	0.000	0.000	-0.076	0.657	0.725	0.693	0.293	-0.026
YGL175C	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.560	0.205	0.607	-0.058	-0.275
YGL176C	0.000	0.000	0.000	0.000	0.000	0.000	-0.078	2.120	0.100	1.679	0.018	-0.236
YGL177W	0.000	0.000	0.000	0.000	0.000	0.000	0.096	0.698	1.143	-0.048	-0.075	0.088
YGL179C	0.000	0.000	0.000	0.000	0.000	0.000	-0.022	0.306	0.549	0.245	0.063	0.084
YGL180W	0.000	0.000	0.000	0.000	0.000	0.000	-0.343	-0.146	0.518	0.021	-0.119	-0.193
YGL181W	0.000	0.000	0.000	0.000	0.000	0.000	-0.193	1.439	1.112	-0.256	0.391	0.193
YGL194C	0.000	0.000	0.000	0.000	0.000	0.000	-0.286	-0.848	-1.785	-0.173	-0.314	0.008
YGL195W	0.000	0.000	0.000	0.000	0.000	0.000	-0.166	-0.204	0.142	-0.721	-0.251	-0.680
YGL196W	0.000	0.000	0.000	0.000	0.000	0.000	-0.938	0.506	0.503	-0.153	0.086	0.041
YGL197W	0.000	0.000	0.000	0.000	0.000	0.000	-0.134	0.112	-0.325	0.068	0.116	-0.170
YGL198W	0.000	0.000	0.000	0.000	0.000	0.000	-0.517	0.264	-1.680	-0.242	0.018	-0.257
YGL199C	0.000	0.000	0.000	0.000	0.000	0.000	-0.244	-0.381	-0.614	-0.346	-0.218	-0.272
YGL200C	0.000	0.000	0.000	0.000	0.000	0.000	0.733	0.470	-0.061	0.569	-0.017	-0.126
YGL202W	0.000	0.000	0.000	0.000	0.000	0.000	-0.117	0.105	1.463	-0.117	-0.202	-0.300
YGL203C	-0.678	-0.678	-0.678	-0.678	-0.678	-0.678	0.381	0.542	-0.080	0.115	0.109	-0.213
YGL205W	0.000	0.000	0.000	0.000	0.000	0.000	-0.021	0.103	1.371	-0.087	-0.035	-0.142
YGL206C	2.379	2.379	2.379	2.379	2.379	2.379	NaN	NaN	NaN	NaN	NaN	NaN
YGL208W	0.000	0.000	0.000	0.000	0.000	0.000	-0.398	-0.022	-0.034	-0.127	-0.035	-0.211
YGL209W	0.000	0.000	0.000	0.000	0.000	0.000	-0.340	1.125	2.408	-0.156	-0.047	2.726
YGL210W	0.000	0.000	0.000	0.000	0.000	0.000	-1.486	0.630	0.805	-0.268	0.018	0.825
YGL211W	0.000	0.000	0.000	0.000	0.000	0.000	-0.741	0.782	0.824	-0.702	-0.206	0.694
YGL212W	0.000	0.000	0.000	0.000	0.000	0.000	0.137	-0.263	0.471	0.074	0.826	3.141
YGL213C	-0.678	-0.678	-0.678	-0.678	-0.678	-0.678	-1.379	-2.177	-1.485	-0.841	-0.278	-0.017
YGL214W	0.000	0.000	0.000	0.000	0.000	0.000	-0.184	0.195	-0.574	0.049	0.075	-0.034
YGL215W	0.000	0.000	0.000	0.000	0.000	0.000	-1.145	1.029	-0.597	0.352	0.085	0.128
YGL216W	0.000	0.000	0.000	0.000	0.000	0.000	-0.604	0.487	2.663	-0.684	0.213	0.404
YGL217C	0.000	0.000	0.000	0.000	0.000	0.000	0.489	-0.170	-0.297	0.363	0.003	-0.091
YGL218W	0.000	0.000	0.000	0.000	0.000	0.000	-0.597	0.389	2.385	-0.374	-0.335	1.453
YGL219C	0.000	0.000	0.000	0.000	0.000	0.000	-0.031	0.029	0.111	0.145	0.156	0.407
YGL220W	0.000	0.000	0.000	0.000	0.000	0.000	-0.195	1.620	0.488	0.185	0.100	0.257
YGL221C	0.000	0.000	0.000	0.000	0.000	0.000	-0.446	1.628	0.627	0.185	0.351	0.227
YGL222C	0.000	0.000	0.000	0.000	0.000	0.000	-1.610	-1.739	0.393	-0.179	-0.018	0.004
YGL223C	0.000	0.000	0.000	0.000	0.000	0.000	NaN	NaN	NaN	NaN	NaN	NaN
YGL224C	0.000	0.000	0.000	0.000	0.000	0.000	-1.158	-0.745	-0.739	-0.139	0.171	0.052
YGL226C-A	0.000	0.000	0.000	0.000	0.000	0.000	-0.755	0.092	0.869	1.760	0.229	1.122
YGL226W	0.000	0.000	0.000	0.000	0.000	0.000	0.166	2.778	2.368	-0.119	1.239	0.686
YGL227W	0.000	0.000	0.000	0.000	0.000	0.000	0.090	2.749	0.493	0.148	0.473	-0.201
YGL228W	0.000	0.000	0.000	0.000	0.000	0.000	0.044	1.651	1.670	0.032	-0.190	1.384
YGL229C	0.000	0.000	0.000	0.000	0.000	0.000	0.005	-0.008	0.515	-0.052	-0.067	-0.546
YGL230C	0.000	0.000	0.000	0.000	0.000	0.000	-0.311	2.197	2.618	-0.719	-0.202	1.598
YGL231C	0.000	0.000	0.000	0.000	0.000	0.000	-0.320	2.300	0.368	0.227	1.689	0.047
YGL232W	0.000	0.000	0.000	0.000	0.000	0.000	-0.442	0.865	0.225	0.271	0.400	-0.241
YGL234W	0.000	0.000	0.000	0.000	0.000	0.000	-1.219	-0.582	-0.458	-0.616	-0.209	-0.162
YGL235W	0.000	0.000	0.000	0.000	0.000	0.000	0.245	-0.051	-0.157	0.163	0.159	-0.015
YGL236C	0.485	0.485	0.485	0.485	0.485	0.485	-0.385	-0.185	-0.589	0.380	0.154	0.783
YGL237C	0.000	0.000	0.000	0.000	0.000	0.000	-1.045	-0.573	-0.107	0.096	0.584	-0.446
YGL240W	0.000	0.000	0.000	0.000	0.000	0.000	-0.800	1.414	1.042	-0.073	0.797	1.074
YGL241W	0.000	0.000	0.000	0.000	0.000	0.000	2.222	2.070	2.815	0.540	2.144	3.002
YGL242C	0.000	0.000	0.000	0.000	0.000	0.000	-0.606	0.746	0.714	0.194	0.064	0.648
YGL243W	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.288	-0.337	0.271	-0.412	-0.363
YGL244W	0.000	0.000	0.000	0.000	0.000	0.000	-0.068	3.161	1.418	0.372	2.291	2.861
YGL246C	0.000	0.000	0.000	0.000	0.000	0.000	-0.075	0.304	-0.570	-0.276	-0.066	0.465
YGL248W	0.000	0.000	0.000	0.000	0.000	0.000	0.017	2.473	0.297	0.335	0.758	1.264
YGL249W	0.000	0.000	0.000	0.000	0.000	0.000	0.200	1.249	1.667	-0.043	-0.101	-0.580
YGL250W	0.000	0.000	0.000	0.000	0.000	0.000	-0.324	1.104	2.141	-0.173	0.414	0.951
YGL251C	0.000	0.000	0.000	0.000	0.000	0.000	-0.130	-0.310	0.144	-0.199	-0.056	-0.207
YGL252C	0.000	0.000	0.000	0.000	0.000	0.000	-0.644	-0.081	0.066	-0.072	1.257	1.026
YGL253W	0.000	0.000	0.000	0.000	0.000	0.000	0.395	-0.021	0.097	0.269	0.019	0.018
YGL254W	0.000	0.000	0.000	0.000	0.000	0.000	0.331	-0.525	-0.757	0.562	-0.576	-0.148
YGL255W	0.000	0.000	0.000	0.000	0.000	0.000	1.186	-0.305	-1.112	-0.174	0.149	0.715
YGL256W	0.000	0.000	0.000	0.000	0.000	0.000	-0.353	0.538	-0.696	-0.197	0.015	-0.157
YGL257C	0.000	0.000	0.000	0.000	0.000	0.000	0.244	2.932	2.523	-0.092	1.179	0.255
YGL258W	0.000	0.000	0.000	0.000	0.000	0.000	0.023	1.856	0.599	-0.073	0.342	0.150
YGL259W	0.000	0.000	0.000	0.000	0.000	0.000	0.310	1.698	0.055	-0.004	1.497	-0.037
YGL260W	0.000	0.000	0.000	0.000	0.000	0.000	1.332	1.024	0.799	-0.118	-0.278	0.072
YGL261C	0.000	0.000	0.000	0.000	0.000	0.000	0.138	1.072	0.174	0.174	0.019	0.475
YGL262W	0.000	0.000	0.000	0.000	0.000	0.000	-0.275	-0.179	2.685	-0.243	-0.066	-0.291
YGL263W	0.000	0.000	0.000	0.000	0.000	0.000	-0.931	-0.165	2.523	-0.901	-0.001	1.903
YGR001C	0.000	0.000	0.000	0.000	0.000	0.000	-0.137	-0.925	-0.863	0.095	-0.347	-0.335
YGR003W	0.000	0.000	0.000	0.000	0.000	0.000	0.843	-0.244	-1.308	0.368	-0.641	-0.412
YGR004W	0.000	0.000	0.000	0.000	0.000	0.000	0.440	-0.190	-0.737	0.462	-0.331	-0.366
YGR006W	0.000	0.000	0.000	0.000	0.000	0.000	NaN	NaN	NaN	0.305	2.572	-1.177
YGR007W	0.000	0.000	0.000	0.000	0.000	0.000	-1.218	0.002	0.779	-0.285	0.199	0.920
YGR008C	0.000	0.000	0.000	0.000	0.000	0.000	-1.169	-0.799	-0.786	-0.088	0.039	0.230
YGR010W	0.000	0.000	0.000	0.000	0.000	0.000	-0.348	0.850	-0.626	-0.260	-0.010	-0.347
YGR011W	0.000	0.000	0.000	0.000	0.000	0.000	0.114	-0.691	-0.250	-0.313	-0.021	0.684
YGR012W	0.000	0.000	0.000	0.000	0.000	0.000	-0.556	0.586	-0.966	-0.410	0.082	0.289
YGR014W	0.000	0.000	0.000	0.000	0.000	0.000	1.091	0.846	0.342	0.026	0.393	0.088
YGR015C	0.000	0.000	0.000	0.000	0.000	0.000	-0.500	0.611	0.419	-0.280	-0.078	0.507
YGR016W	0.000	0.000	0.000	0.000	0.000	0.000	0.010	-0.146	0.485	0.306	0.161	0.532
YGR017W	0.000	0.000	0.000	0.000	0.000	0.000	-0.369	-1.110	-1.734	-0.017	-0.674	-0.397
YGR018C	0.000	0.000	0.000	0.000	0.000	0.000	-0.423	-0.005	-0.519	-0.316	0.013	-0.028
YGR019W	0.000	0.000	0.000	0.000	0.000	0.000	0.339	-0.184	-0.563	0.387	-0.198	-0.374
YGR020C	0.000	0.000	0.000	0.000	0.000	0.000	2.659	0.901	0.367	3.239	-0.004	0.133
YGR021W	0.000	0.000	0.000	0.000	0.000	0.000	0.451	-0.311	-0.745	0.350	-0.116	-0.155
YGR022C	0.000	0.000	0.000	0.000	0.000	0.000	0.255	-0.657	-0.999	-0.117	-0.041	-0.201
YGR023W	0.000	0.000	0.000	0.000	0.000	0.000	0.094	1.436	0.360	0.031	0.034	1.410
YGR025W	0.000	0.000	0.000	0.000	0.000	0.000	-0.006	-0.124	-0.829	-0.045	0.145	-0.048
YGR026W	0.000	0.000	0.000	0.000	0.000	0.000	-0.475	0.894	0.377	-0.060	-0.002	-0.042
YGR027C	0.000	0.000	0.000	0.000	0.000	0.000	-0.201	-0.098	2.663	-0.420	-0.054	1.602
YGR028W	0.000	0.000	0.000	0.000	0.000	0.000	0.508	0.434	0.345	0.307	0.276	-0.054
YGR031W	0.000	0.000	0.000	0.000	0.000	0.000	-0.520	-0.171	0.656	-0.278	0.150	0.966
YGR032W	0.000	0.000	0.000	0.000	0.000	0.000	1.796	0.204	0.585	0.153	0.188	-0.056
YGR033C	0.000	0.000	0.000	0.000	0.000	0.000	-0.973	-0.157	-0.072	-0.375	0.094	1.181
YGR034W	0.000	0.000	0.000	0.000	0.000	0.000	0.505	0.662	1.788	-0.768	-0.479	-0.230
YGR035C	0.000	0.000	0.000	0.000	0.000	0.000	0.146	-0.403	-0.745	0.179	-0.254	-0.412
YGR036C	0.000	0.000	0.000	0.000	0.000	0.000	2.908	-0.262	2.498	1.506	-0.063	1.200
YGR037C	0.000	0.000	0.000	0.000	0.000	0.000	0.429	-0.177	-0.705	0.421	-0.087	-0.229
YGR038W	0.000	0.000	0.000	0.000	0.000	0.000	0.008	-0.097	0.640	-0.236	-0.143	0.134
YGR039W	0.000	0.000	0.000	0.000	0.000	0.000	1.605	0.043	-0.249	1.654	-0.041	-0.224
YGR040W	0.000	0.000	0.000	0.000	0.000	0.000	0.561	-0.923	0.137	-0.074	-0.004	0.151
YGR041W	0.000	0.000	0.000	0.000	0.000	0.000	0.296	-0.500	-0.478	0.347	-0.190	0.019
YGR042W	0.000	0.000	0.000	0.000	0.000	0.000	0.494	-0.222	-0.015	0.374	-0.095	0.008
YGR043C	0.000	0.000	0.000	0.000	0.000	0.000	-0.111	1.279	1.621	0.000	0.044	1.255
YGR044C	0.000	0.000	0.000	0.000	0.000	0.000	0.144	-0.146	0.280	0.456	0.055	0.247
YGR045C	0.000	0.000	0.000	0.000	0.000	0.000	1.022	-0.923	-0.121	0.158	-0.515	-0.246
YGR049W	0.000	0.000	0.000	0.000	0.000	0.000	0.112	-0.944	-0.817	0.160	-0.667	-0.105
YGR050C	0.000	0.000	0.000	0.000	0.000	0.000	0.315	0.114	0.695	-0.068	0.117	0.116
YGR051C	0.000	0.000	0.000	0.000	0.000	0.000	1.250	-0.828	0.047	-0.212	-0.823	-0.228
YGR052W	0.000	0.000	0.000	0.000	0.000	0.000	0.735	-0.845	-0.815	0.239	-0.695	-0.411
YGR053C	0.000	0.000	0.000	0.000	0.000	0.000	0.246	0.735	0.156	0.083	0.188	0.118
YGR054W	0.000	0.000	0.000	0.000	0.000	0.000	0.270	-0.714	-0.880	0.054	-0.695	-0.266
YGR055W	0.000	0.000	0.000	0.000	0.000	0.000	1.164	2.580	0.288	2.436	2.778	-0.105
YGR056W	0.000	0.000	0.000	0.000	0.000	0.000	0.461	0.286	-0.021	0.707	-0.112	0.255
YGR057C	0.000	0.000	0.000	0.000	0.000	0.000	1.767	1.329	0.945	1.964	0.182	0.040
YGR058W	0.000	0.000	0.000	0.000	0.000	0.000	3.098	0.433	1.149	0.771	0.047	0.472
YGR059W	0.000	0.000	0.000	0.000	0.000	0.000	1.149	0.295	0.279	0.311	-0.451	0.121
YGR061C	0.766	0.766	0.766	0.766	0.766	0.766	0.384	-0.510	-0.449	0.089	-0.300	-0.168
YGR062C	0.000	0.000	0.000	0.000	0.000	0.000	-0.267	-0.700	-1.737	-0.161	-0.530	-0.372
YGR063C	0.000	0.000	0.000	0.000	0.000	0.000	-0.206	0.116	0.064	0.224	0.326	0.263
YGR064W	0.000	0.000	0.000	0.000	0.000	0.000	0.034	0.143	0.049	-0.003	-0.203	-0.190
YGR066C	0.000	0.000	0.000	0.000	0.000	0.000	0.275	0.108	-0.675	0.220	-0.073	0.048
YGR067C	0.000	0.000	0.000	0.000	0.000	0.000	1.780	0.065	-0.345	0.038	-0.111	-0.338
YGR068C	0.000	0.000	0.000	0.000	0.000	0.000	-0.055	-0.436	-1.319	0.063	-0.392	-0.212
YGR069W	0.000	0.000	0.000	0.000	0.000	0.000	0.633	0.230	-1.475	0.529	0.085	-0.359
YGR070W	0.000	0.000	0.000	0.000	0.000	0.000	0.589	0.097	-1.393	0.335	-0.139	-0.373
YGR071C	0.000	0.000	0.000	0.000	0.000	0.000	0.097	-0.356	-0.524	-0.026	-0.394	-0.388
YGR072W	-1.322	-1.322	-1.322	-1.322	-1.322	-1.322	0.377	-0.288	-0.442	0.236	-0.365	-0.351
YGR076C	0.000	0.000	0.000	0.000	0.000	0.000	0.391	-0.059	-0.224	0.277	-0.331	-0.155
YGR077C	0.000	0.000	0.000	0.000	0.000	0.000	0.320	-0.026	0.755	0.282	-0.213	0.132
YGR078C	4.194	4.194	4.194	4.194	4.194	4.194	1.043	-0.024	1.388	-0.219	0.532	0.584
YGR079W	0.000	0.000	0.000	0.000	0.000	0.000	-0.756	0.807	1.346	-0.575	0.205	0.823
YGR080W	0.000	0.000	0.000	0.000	0.000	0.000	-0.740	-0.491	2.773	-0.988	-0.041	1.305
YGR081C	0.000	0.000	0.000	0.000	0.000	0.000	-0.739	0.998	2.456	-0.495	0.443	0.848
YGR084C	0.000	0.000	0.000	0.000	0.000	0.000	-2.483	-0.267	-0.893	-0.677	0.086	0.347
YGR085C	0.000	0.000	0.000	0.000	0.000	0.000	-1.662	1.788	1.268	-0.603	-0.384	0.519
YGR086C	0.000	0.000	0.000	0.000	0.000	0.000	0.069	-0.472	1.112	0.069	0.152	0.213
YGR087C	0.000	0.000	0.000	0.000	0.000	0.000	-1.929	-0.692	0.005	-0.846	-0.587	0.200
YGR088W	0.000	0.000	0.000	0.000	0.000	0.000	-2.483	-0.364	-1.203	-0.184	-0.285	0.131
YGR089W	0.000	0.000	0.000	0.000	0.000	0.000	-0.302	0.150	-0.060	-0.009	0.058	0.104
YGR092W	1.263	1.263	1.263	1.263	1.263	1.263	1.705	0.695	1.708	0.530	2.733	2.022
YGR093W	0.000	0.000	0.000	0.000	0.000	0.000	0.072	-0.150	0.564	0.116	-0.040	0.395
YGR096W	0.000	0.000	0.000	0.000	0.000	0.000	-0.023	-0.052	-0.011	-0.073	-0.013	0.457
YGR097W	-1.585	-1.585	-1.585	-1.585	-1.585	-1.585	0.032	-0.108	-0.874	-0.002	0.233	0.257
YGR100W	0.000	0.000	0.000	0.000	0.000	0.000	-2.094	0.082	0.234	-0.375	0.098	0.315
YGR101W	0.000	0.000	0.000	0.000	0.000	0.000	-0.124	-0.341	-0.508	-0.115	-0.128	0.223
YGR102C	0.000	0.000	0.000	0.000	0.000	0.000	-0.969	-0.239	2.629	-0.853	0.231	0.679
YGR104C	1.963	1.963	1.963	1.963	1.963	1.963	-2.363	1.900	1.650	0.557	-0.329	0.854
YGR105W	3.609	3.609	3.609	3.609	3.609	3.609	-0.705	-0.799	2.654	-0.213	-0.580	0.306
YGR106C	0.000	0.000	0.000	0.000	0.000	0.000	-0.329	-1.166	0.031	-0.203	-0.164	0.037
YGR107W	0.000	0.000	0.000	0.000	0.000	0.000	-1.781	-0.242	-1.018	-0.008	-0.209	0.085
YGR108W	0.000	0.000	0.000	0.000	0.000	0.000	-1.318	-0.540	-0.445	-0.023	-0.385	0.137
YGR109C	0.000	0.000	0.000	0.000	0.000	0.000	0.443	0.501	0.131	0.462	0.364	0.233
YGR110W	0.000	0.000	0.000	0.000	0.000	0.000	0.129	0.018	-0.160	0.121	-0.115	0.055
YGR111W	0.000	0.000	0.000	0.000	0.000	0.000	-0.044	0.002	-0.270	0.578	0.178	0.147
YGR112W	0.000	0.000	0.000	0.000	0.000	0.000	0.100	0.170	0.090	-0.002	0.230	0.313
YGR117C	0.000	0.000	0.000	0.000	0.000	0.000	0.645	0.181	-0.024	0.073	-0.073	0.025
YGR118W	0.000	0.000	0.000	0.000	0.000	0.000	0.044	-0.425	-1.138	0.403	-0.050	0.226
YGR121C	0.000	0.000	0.000	0.000	0.000	0.000	0.568	-0.080	0.263	-0.055	0.171	0.673
YGR122C-A	0.000	0.000	0.000	0.000	0.000	0.000	-0.147	-0.503	-0.385	-0.015	-0.061	-0.138
YGR122W	0.000	0.000	0.000	0.000	0.000	0.000	-0.321	-0.201	-0.315	-0.045	-0.107	0.209
YGR123C	0.000	0.000	0.000	0.000	0.000	0.000	-0.326	-0.131	-0.745	0.176	-0.130	-0.381
YGR124W	0.000	0.000	0.000	0.000	0.000	0.000	-0.313	0.360	0.262	-0.239	0.225	0.214
YGR125W	0.000	0.000	0.000	0.000	0.000	0.000	-0.794	-0.303	-0.249	-0.190	-0.318	0.006
YGR126W	0.000	0.000	0.000	0.000	0.000	0.000	0.260	0.213	-1.294	0.134	0.179	-0.160
YGR127W	0.000	0.000	0.000	0.000	0.000	0.000	0.280	0.011	-0.021	0.284	-0.052	0.208
YGR129W	0.000	0.000	0.000	0.000	0.000	0.000	0.347	0.124	-0.585	0.015	0.292	0.406
YGR130C	0.000	0.000	0.000	0.000	0.000	0.000	1.118	0.423	-0.795	0.710	0.261	0.371
YGR131W	0.000	0.000	0.000	0.000	0.000	0.000	0.364	0.153	-0.804	0.709	0.182	0.115
YGR132C	0.000	0.000	0.000	0.000	0.000	0.000	0.247	0.086	-0.976	0.393	0.139	0.232
YGR133W	0.485	0.485	0.485	0.485	0.485	0.485	0.122	-0.156	-0.893	0.113	0.094	0.403
YGR134W	0.000	0.000	0.000	0.000	0.000	0.000	0.614	0.252	-0.233	-0.344	0.831	0.042
YGR135W	0.000	0.000	0.000	0.000	0.000	0.000	-0.565	0.096	-0.589	0.489	0.073	0.159
YGR136W	0.000	0.000	0.000	0.000	0.000	0.000	0.182	0.262	0.232	-0.146	0.267	-0.029
YGR137W	0.000	0.000	0.000	0.000	0.000	0.000	0.049	-0.129	-0.160	0.145	-0.170	0.051
YGR138C	0.000	0.000	0.000	0.000	0.000	0.000	0.208	-0.128	-1.383	-0.196	-0.004	0.015
YGR139W	0.000	0.000	0.000	0.000	0.000	0.000	-0.044	0.529	-0.024	-0.001	0.044	-0.164
